id,exp_comment,emotion_raw,emotion
2931,"I'm so scared for the future. I used to have so many dreams of a family and a home, but now I don't know how I'll even survive the next 5 years.",2,anxious
2935,Preach,4,happy
2945,"I dont think there will be change anytime soon. We need to focus on renewable energy and be self-dependent on a every thing as much as possible, and then the inflation will fall",3,hopeful
2946,Nothing,99,NA
2950,i agree there’s always a positive outlook,3,hopeful
2953,I'm really concerned for the future of the younger generations,2,anxious
2954,The economy is now a critical concern,2,anxious
2955,i would not comment on this post,99,NA
2959,??? god do i hope this keeps up,3,hopeful
2960,Not so much risine income for living in uk,2,anxious
2962,Good to see prices are becoming more reasonable ?,4,happy
2963,They could be doing more,2,anxious
2964,We hope and desire a better UK and we are heading towards the right direction.,3,hopeful
2974,Wouldn’t comment,99,NA
2978,I totally agree that this is an upstanding issue,3,hopeful
2986,All thanks to the government who are making sure to balance everything,3,hopeful
2987,Are we sure this will be a consistent uptick or a fluke? Concerning,2,anxious
2989,God will make a way for us,3,hopeful
2993,The UK is going to be great again.,3,hopeful
2994,The pricing of housing and cost of living is astonishing how are people meant to afford to live,1,angry
3002,This world is going to shit,1,angry
3003,I do not believe it will get better,2,anxious
3005,Woke nonsense,1,angry
3013,The government are trying to reduce the cost of living crisis which is credible,3,hopeful
3014,It's a really concerning issue   I just hope things just get better from here and not worsen,2,anxious
3016,"Whilst inflation going down is great, the government needs to do something about the economy to maintain a reduction of inflation.",2,anxious
3020,I would saw that the government should help with inflation and we as young people should also keep hopeful that one day we would live peacefully in our future,3,hopeful
3022,Things would eventually change in Jesus name,3,hopeful
3025,The prices are still so high that the future is bleak due to the prices of living,2,anxious
3028,It getting better,3,hopeful
3042,Nice,4,happy
3047,good news but may not be permanent,2,anxious
3050,it is nice to know there is some relief in the cost of living crisis. This could benefit lots of people!,3,hopeful
3056,It is partially correct,5,calm
3057,good news,4,happy
3059,Nothing,99,NA
3061,Something needs to be done by the rulers.,2,anxious
3062,How are we expected to be the future if old folks keep wrecking the foundations,1,angry
3067,Needs to be balanced,5,calm
3075,U sure,2,anxious
3078,This is already becoming a huge problem . I hope we overcome this soon.,2,anxious
3079,ko,99,NA
3081,No,99,NA
3086,The cost of living is really scary these days,2,anxious
3089,Very optimistic,3,hopeful
3090,This is definitely promising,3,hopeful
3094,None,99,NA
3096,Interesting,5,calm
3097,What is our government doing ?,2,anxious
3104,What are the sources?,99,NA
3105,This is interesting,5,calm
3106,things are bad,2,anxious
3107,I don’t know,99,NA
3115,Yes it’s a serious issue. Not everyone can afford such expenses,2,anxious
3116,This regime of government is really thinking long term for the UK,3,hopeful
3118,Let's take the better step to making things right,3,hopeful
3123,"Now, this is good news?",2,anxious
3131,"Glad inflation’s cooling off, but the cost of living still feels sky-high. Curious what’s actually changing behind the scenes.",3,hopeful
3137,Change is finally happening.,3,hopeful
3142,Good to see things are improving,3,hopeful
3143,This is indeed stressing me out,2,anxious
3147,"""Two people have to work now to get by, it didnt used to be like that""",1,angry
3153,"Yes, for certain I believe that things would turn back to normal.",3,hopeful
3159,"Despite inflation easing, the lasting impact of rising living costs continues to leave many especially young people worried about the future.",2,anxious
3161,I am hopeful that thing would change in the country,3,hopeful
3166,"This is a lie ,it’s still expensive to live in the uk and stressful aswell",1,angry
3172,The future seems more uncertain as there are no trends indicating a stable economy is coming soon. Classes are showing without labels,2,anxious
3180,Not sure,2,anxious
3182,A positive response,4,happy
3204,Prices will get worse,2,anxious
3205,These challenges are thanks to the Labour Party… labour my ass more like conservative in disguise,1,angry
3210,are we gonna start taxing the rich more? only seems fair as they can afford it!,3,hopeful
3216,Yay,4,happy
3219,Cost of living is high,2,anxious
3225,Woa,99,NA
3227,Dont know,99,NA
3232,Striking,99,NA
3234,Price increase to an extortionate rate,1,angry
3235,This was written badly imo,1,angry
3236,Yet prices of housing is still going up,1,angry
3247,interesting,5,calm
3253,no,99,NA
3254,i doubt that’ll last long,2,anxious
3260,happy to finally have some changes,4,happy
3261,Things are really bad for the country,2,anxious
3262,"It's a horrendous issue that should be tackled by the government immediately, but they're useless and standing idly by while it gets worse",1,angry
3268,They came down? ?,2,anxious
3270,very informative,5,calm
3271,"I'm beginning to think of what the UK government is really doing, Is there nothing they can do about this cost of living at least for our children.",2,anxious
3273,i am yet to see these benefits,2,anxious
3279,I agree,5,calm
3286,I wouldn’t try to comment because I don’t know enough about it,99,NA
3287,It’s no getting better,2,anxious
3289,none,99,NA
3299,Doesn’t change anything we are still getting taxed crazy amounts and barely any increase in minimum wages,1,angry
3302,I don't think I can survive this economy,2,anxious
3303,Fire post,4,happy
3309,i feel let down massively.,1,angry
3312,Very true,5,calm
3314,Thank the lord,4,happy
3315,Helpful!,4,happy
3320,"We young generation, just have to hope for the future...",3,hopeful
3328,This is serious,2,anxious
3332,baller,4,happy
3333,this country is so cooked,1,angry
3334,"I think it’s really important that this reason for “optimism” is made equally and fairly accessible to all. So much stigma, discrimination and disability rights issues (as well as other issues) that get over looked but are a part of everything. I’m so glad it seems things are improving - I just hope this means improvement for everyone, not just for people who are privileged.",3,hopeful
3335,prices need to go lower!,1,angry
3341,Let’s help to make the UK better,3,hopeful
3343,All though thing are tough we can have our way of improving in the futer for us and for everyone else,3,hopeful
3344,Highly disagree as it is at its peak right now,1,angry
3346,Uk economy is like it's weather. Completely unpredictable.,5,calm
3349,Let's keep it that way,5,calm
3350,I wouldn’t,99,NA
3353,I wouldnt comment,99,NA
3356,It's getting so bad now,2,anxious
3357,It would be good to know why?,2,anxious
3358,i wouldn’t comment,99,NA
3359,The government need to sort this out,1,angry
3360,Rishi sunak said this would happen !,1,angry
3362,I worry if I will  be able to own a home before 40,2,anxious
3373,It’s useful to see stuff like this online for someone who doesn’t listen to news,5,calm
3374,inflation is getting so bad,2,anxious
3376,Im very scared for my future,2,anxious
3377,It can't keep going up but I'm working on budgeting with my money,2,anxious
3396,"The best news of inflation going down, this country finally hears us!",4,happy
3399,I wouldn't,99,NA
3401,This is worrying...,2,anxious
3403,"Despite inflation reducing, rising costs are still there and not coming down anytime soon.",2,anxious
3406,what sources are there to credit the information given,2,anxious
3414,Cost of living will forever be a huge concern no matter how good the government is.,2,anxious
3417,Never give up,3,hopeful
3418,Hopefully things get even better.,3,hopeful
3423,Seem okay but it can change in an instant,2,anxious
3424,This is really a good sign and I believe it wll mae the living condiion more optimized ad better. Can not wat for better changes,3,hopeful
3426,Labour want to steal your money,1,angry
3429,About how we are trying to improve,3,hopeful
3430,No,99,NA
3438,They are great,4,happy
3440,I agree things are rlly bad,2,anxious
3444,I just dont connect with it,5,calm
3458,I agree,5,calm
3462,I feel like the price of everything increases dramatically every year and wages only go up by like 2p,1,angry
3463,I wouldn't leave a comment.,99,NA
3466,I really hope so from the stats,3,hopeful
3474,Our country needs help more than ever,2,anxious
3489,It's so hard to get by these days everything going up and up in price,2,anxious
3492,"It’s tough out there, but I hope more awareness like this leads to action. We need leaders to step up and address these issues seriously",3,hopeful
3497,hope can encourage people,3,hopeful
3498,"Glad to hear it has decreased, but I'm not sure how accurate this is as it is just an Instagram post",2,anxious
3501,100% agree with you soo real bro,4,happy
3504,This is just a lie,1,angry
3505,"I believe this kind of issue can be swiftly resolved by the Labour government and it is quite saddening to see our food prices steadily rise, I wish this to be fixed ASAP and it must be soon.",2,anxious
3507,Inflation would stop if labour snd tories weren’t in office,1,angry
3508,God help us all,2,anxious
3509,I am not optimistic about this country,2,anxious
3520,Can't wait to grow up into a hellhole,1,angry
3522,Hopeful comment,3,hopeful
3524,"It's very bad, I wish the government could fix this recession by ensuring a high quality reformation",2,anxious
3527,Good to be keeping an eye on these trends,5,calm
3528,Remigration now,1,angry
3530,Hopefully things go well,3,hopeful
3532,the cost of living is rising day in day out,2,anxious
3536,We need to hope we can decrease it because it’s not fair on the younger people,3,hopeful
3537,True this,99,NA
3541,It's hard to survive no everything going up in price,2,anxious
3542,There is hope for the future,3,hopeful
3549,nothing,99,NA
3550,I believe everything would be fine soon,3,hopeful
3557,omg things are really going downhill,2,anxious
3560,I love this,4,happy
3567,Thank goodness,4,happy
3568,it will get better soon,3,hopeful
3570,about time prices stared to drop,4,happy
3571,I wouldn't,99,NA
3572,I pray and sincerely pray things change for the we the growing youths,3,hopeful
3574,Cost of living crisis happend because the population crisis!,1,angry
3576,I just wouldn't comment at all.,99,NA
3577,I wouldn't comment,99,NA
3580,Sources?,99,NA
3588,Nothing,99,NA
3589,The current high cost of living makes living difficult.,2,anxious
3615,Like,99,NA
3616,"I wouldn’t personally comment, because I feel like it would just be something negative",2,anxious
3623,Hoep things get better in the years become,3,hopeful
3624,I would say mr beast,99,NA
3626,Days are getting tough,2,anxious
3631,Not really a reliable source as there is no stats,5,calm
3632,Stupid!!,1,angry
3633,The UK should take this matter seriously,2,anxious
3637,Its a lie,1,angry
3642,Ts is boring fr,1,angry
3644,None,99,NA
3647,i wouldnt,99,NA
3648,Things are going down in this country and we need to change it,2,anxious
3652,fucken finally,4,happy
3653,It's very trustworthy,5,calm
3654,"The rising cost of things leading to inflation has been my major concern about this great nation, however, i am still hopeful that things would get better",3,hopeful
3655,I’m not sure,2,anxious
3661,Interesting however it is difficult to understand how it can change,2,anxious
3662,I am beryboverlwhene with this,2,anxious
3666,Happy prices are going down.  But how are we going to stop another shift up in prices and keep the economy stable?,2,anxious
3674,They increase minimum wages just to increase prices so it all matches the same way it was.,1,angry
3675,I wouldn’t comment,99,NA
3680,Negative,1,angry
3686,Shocking,1,angry
3692,Hopefully we can turn things around,3,hopeful
3694,I wouldnt,99,NA
3701,Not sure if i agree with what is on this post tbh,2,anxious
3706,Shit,1,angry
3713,The uk government need to sort this!,1,angry
3716,An emoji,99,NA
3723,None,99,NA
3726,The cost of living has to be reduced so as for people to cope with it.,2,anxious
3729,"I think it’s right, there is definitely things wrong in the world but there’s always hope",3,hopeful
3734,Indeed the cost of living is killing,1,angry
3738,good to see,4,happy
3739,The government needs to do better for the economy.,1,angry
3746,It's only natural to feel worried. This is the designed end result of the system we have.,2,anxious
3749,You should decrease cost of living so that everyone can afford the rents,3,hopeful
3751,I am worried about how prices are going to rise in the future based on how much they have rised now,2,anxious
3753,The government should you their political power in fixing the issue of inflation as this is having a negative influence on its citizens,2,anxious
3762,I would leave a negative comment,1,angry
3764,It would be a good thing if the cost of living drops and remains that way,3,hopeful
3766,"Im not suprised, this keeps happening, interesting to find this has happened again…",5,calm
3771,Good to see trends changing,3,hopeful
3772,Something similar as the 2 posts about how the prices are very high,2,anxious
3778,If this keeps happening me and my friends will never own a house.,2,anxious
3784,Economy is going doown.,2,anxious
3786,Wow,4,happy
3791,Finally starting to get better with prices coming down,3,hopeful
3792,I wouldn’t,99,NA
3793,Nothing,99,NA
3801,This is actually good if you like politics,4,happy
3806,Fake news. Source?,1,angry
3811,I disagree,5,calm
3819,Prices are still comparatively higher than before. Wages still do not match up to the cost of living. We are still in crisis and things will not improve dramatically for a long time. Home Ownership is almost completely off the cards and council homes are limited.,2,anxious
3821,Inflations gonna pop eventually,2,anxious
3822,I dont know if im comfortable living in a society like this for long,2,anxious
3824,Young people are not hopeful,2,anxious
3826,It's good to see inflation being reduced! I can finally afford a Freddo!,4,happy
3828,i hope this issue won’t heavily affect my future,2,anxious
3831,It makes me happy that inflation has finally gone down for the first time in 3 months and it’s also good for people who don’t have money,4,happy
3832,Idk,99,NA
3833,I would probably post a gif of Batman,5,calm
3837,I wouldn’t comment,99,NA
3847,Source?,99,NA
3849,wow,4,happy
3850,Very useful info lol,4,happy
3853,It can be useful to see reports like this to help understand the overall situation,5,calm
3855,Rachel thieves has shafted the economy. Well done liebour,1,angry
3857,Very interesting and shows exactly the effects of cost of living crisis.,5,calm
3861,Nothing,99,NA
3862,"The hundred of thousands of illegal, unemployed immigrants is the biggest contributing factor to rising economy, not inflation",1,angry
3868,I’d probably reply to misinformed people blaming the wrong people for the problem and correct them,5,calm
3874,I pray things get better soon,3,hopeful
3879,I wouldn’t leave a comment,99,NA
3883,This is quite investing actually,3,hopeful
3884,"if prices are going up that’s means inflation is still here, things will just getting more expensive…",2,anxious
3889,Nice to see some positive news for a change — hopefully things really do keep improving.”,3,hopeful
3890,Against it,1,angry
3891,Good to see some positive news for once on the media,4,happy
3905,i dont know how i will be able to buy things i want,2,anxious
3908,It sould decrese morre,2,anxious
3915,I would write that it's to early to make conclusions,5,calm
3919,Inflation can go down to what it was and people shouldn't worry,3,hopeful
3925,A wide range of information,5,calm
3927,?,99,NA
3929,How horrible is the world becoming??!!!,2,anxious
3930,It's encouraging to see a glimmer of hope amid the challenges of rising costs and inflation.,3,hopeful
3931,Optimistic,3,hopeful
3933,i would say it seems in line with recent delevopmentd,5,calm
3935,young people have faith in the future and we must stand by our faith more as new innovation hits,3,hopeful
3939,Surely it can’t get worse right,2,anxious
3940,The high cost of living is alarming,2,anxious
3945,The cost of living effects everyone,5,calm
3953,The UK is finished.,1,angry
3965,Helpful to keep eyes on data,5,calm
3976,I am optimistic about this change and hope it happens,3,hopeful
3977,Fingers crossed this isn’t fake news,2,anxious
3979,Situation is gettin worse,2,anxious
3980,Good to hear that,4,happy
3986,"Nice to know studies like this, society could get a grasp on current state of economic state after long time of inflation",3,hopeful
3992,That sad fr,99,NA
3997,fuck ogg,1,angry
4029,This is ridiculous to can’t believe it’s still going up and the wages are hardly increasing,1,angry
4030,Feeling this guys ???,99,NA
4037,Not feeling too optimistic about it but hopefully something can change for the better,3,hopeful
4038,Not sure,2,anxious
4039,What was your sample size and demographic.,5,calm
4042,Well apparently it hasn't changed anything for me.,2,anxious
4046,"The government aren't doing enough, costs are rising and only getting worse.",1,angry
4053,The inflation is affecting every household,2,anxious
4054,I hope it gets better soon. Time will tell,3,hopeful
4063,The economy is up in the air right now.,2,anxious
4066,Make Ireland a free country Upa raa,1,angry
4067,I wouldny,99,NA
4070,Media is biased,1,angry
4071,This is good news for uk citizens,4,happy
4085,we are being left behind,2,anxious
4088,We're all doomed to be poor,2,anxious
4089,I would make a complain about how much everything has gone up,1,angry
4099,No comment,99,NA
4102,Hopefully we can get a good enough government to focus on our country instead of others.,3,hopeful
4105,It's cool,5,calm
4106,it needs to come back down,2,anxious
4109,need more info on this!,2,anxious
4114,Wow amazing,4,happy
4117,I agree. Things seem to only be getting worse for the younger generations.,2,anxious
4119,Source?,99,NA
4127,It shouldve never been this high but at least its going down,3,hopeful
4134,Wrong,1,angry
4141,I won’t have anything to say,99,NA
4142,I wouldn’t comment,99,NA
4145,Fuck you,1,angry
4148,cost of living is making young peopl'e lives worse,2,anxious
4158,I hate this country,1,angry
4160,Lets hope it keeps this way.,3,hopeful
4162,Suuuu,99,NA
4164,????,99,NA
4169,N/A,99,NA
4173,Let's hope this is a start to something positive,3,hopeful
4183,I wouldn’t,99,NA
4184,Not much,99,NA
4186,A very emotional write up on the hardship of cost of living,2,anxious
4194,OMG,2,anxious
4197,That it’s getting so bad the food prices keep on going up and soon it will be newly impossible to afford food in the future,2,anxious
4211,This would greatly disadvantage the less privileged and poor in the society and lead to decline in economic growth our country.,2,anxious
4212,I feel optimistic that things will gradually get better as the new labour government begin to get a grip on crucial issues,3,hopeful
4213,"The rising cost of living is a major issue impacting households across the UK, driven by factors like energy prices, inflation, and global economic pressures. It's a complex challenge that highlights the importance of accessing available support resources and monitoring economic policies.",5,calm
4216,Things will get better soon,3,hopeful
4217,On point,4,happy
4218,"fewer pounds for groceries, same long hours at work.",1,angry
4219,There are chances that things will get better because there are opportunities out there.,3,hopeful
4224,That the givernment need to provide young peole more help,3,hopeful
4243,Nothing,99,NA
4245,Things are getting bad,2,anxious
4248,IT was a good,4,happy
4249,Is there a government or otherwise well reputed source for this?,2,anxious
4255,The rising cost of living isn't favourabel for most people,2,anxious
4259,I wouldn’t be surprised if they were in the same boat as the other two,5,calm
4263,I’m optimistic about the future of the country,3,hopeful
4268,Prices just keep on shooting up!,1,angry
4288,Nothing,99,NA
4289,Sont really care,5,calm
4294,At least inflation has gone down,3,hopeful
4295,bloody lovely that,4,happy
4297,No surprises the uk government arnt doing anything productive,1,angry
4320,the future is worrying in terms of economy,2,anxious
4321,Something to look out for,2,anxious
4322,Hopefully inflation keeps on coming down,3,hopeful
4328,The government should do something about this quickly.,2,anxious
4341,This is a disaster,1,angry
4344,that young people are worried about their future,2,anxious
4353,"Inflation has finally dropped, so the cost- of - living crisis is over Even though inflation is slowing, prices and Bills are stuck at much higher levels than before, and wages haven't caught up, so people still feel worse off.",2,anxious
4362,Hard to be optimistic when you have to choose between heating a home or food,2,anxious
4363,Very helpful,4,happy
4373,Please we need strong goverment intervation to move on.,3,hopeful
4376,No,99,NA
4381,It’s too expensive,1,angry
4382,I would definitely say that the UK  economy is falling slowly,2,anxious
4383,I’m not sure,2,anxious
4388,hopefully it keeps coming down,3,hopeful
4402,"yes, and the government needs to do better to keep the economy growing and keep inflation low",3,hopeful
4405,How can we be optimistic when everything is so expensive,2,anxious
4407,Nothing,99,NA
4413,Nothing,99,NA
4414,No,99,NA
4427,Yeah things are difficult right now but we can always make it better,3,hopeful
4434,Great to see inflation coming down,4,happy
4436,It's encouraging to see some positive signs. Hoping things continue to improve for everyone,3,hopeful
4442,Let's see what the coming months would look like.,3,hopeful
4446,Thats bad,1,angry
4452,Something needs to change,2,anxious
4453,Liar,1,angry
4465,I don't know,99,NA
4466,"Interesting to hear, and let a positive trends to slow inflation keep improving.",3,hopeful
4471,i am worried about my future and how i will afford things and my children’s future too,2,anxious
4475,No idea,99,NA
4483,I think that its bad.,1,angry
4489,Cool,5,calm
4490,cost of living is a joke,1,angry
4492,Its going up way to much and making it hard for people to live,1,angry
4494,Dayum,4,happy
4495,How can people afford to live when they're too focused on prices?,2,anxious
4503,It’s fair and correct,5,calm
4504,The cost of living is ridiculous and disgusting,1,angry
4512,The government should act fast,2,anxious
4513,It’s great to see inflation coming down,4,happy
4522,"IM already struggling, when will it get better?",2,anxious
4528,hopefully it stays that way,3,hopeful
4536,Im not seeing a ‘come down’ in inflation,2,anxious
4537,Not sure as I don’t want to confront someone who disagrees with me,2,anxious
4541,What the hell,1,angry
4543,The government needs to do something about this inflation ?,2,anxious
4549,strongly agree,4,happy
4553,I wouldn’t leave a comment because I’m not interested in things involving politics,5,calm
4564,It’s ridiculous how Much living expenses have risen,1,angry
4573,Something has to change,2,anxious
4575,Really interesting and a step in the right direction,3,hopeful
4585,"I'm not sure if inflation coming down really means much. Salaries aren't always raised to match increases in cost of living, and houses still aren't always affordable.",2,anxious
4599,Interesting perspective,5,calm
4612,I would say young people need to be more respected and have more choice and speech,3,hopeful
4619,I’m getting scared for the future of our country,2,anxious
4626,The Uk is facing lots of climate changes,2,anxious
4630,Things will get better once the government unites with the people to resolve issues and get citizen's feedback based on there experiences,3,hopeful
4632,Relatable,5,calm
4633,We need to make a change.,3,hopeful
4635,Nothing,99,NA
4638,The government should consider this,5,calm
4650,The cost of living,2,anxious
4651,Increase wages to meet inflation to help people to live,3,hopeful
4655,Everything is so pricey.. gonna go on a shallow “dive” to find out more about this :),3,hopeful
4661,How does one survive in this economy,2,anxious
4667,No shit,1,angry
4670,It is well,5,calm
4671,Lets hope the optimisim pays off,3,hopeful
4678,I wouldn’t comment,99,NA
4679,Hope this continues,3,hopeful
4689,"Honestly,this is probably the beginning of an economic cliff.",2,anxious
4708,About time,4,happy
4716,The economy will definitely get better,3,hopeful
4735,Something has to change,2,anxious
4738,its all shit,1,angry
4739,N/A,99,NA
4749,New tech is only good if you know how to use it. Why aren’t they teaching AI in school?,2,anxious
4756,Say it louder!,1,angry
4757,"Things may be bad now and if they get better, they will probable get bad again without a good government",2,anxious
4778,Things will get better in due course,3,hopeful
4783,Cost of living is a ridiculously bad issue,1,angry
4789,worrying,2,anxious
4790,looks interesting,5,calm
4792,"Very optimistic indeed,the government can do better to reduce inflation",3,hopeful
4807,I'm scared at what's happening to the economical state of the country.,2,anxious
4812,"Who knows, we could all be struck by a nuclear bomb tomorrow, rendering all political parties useless as half the world will be dead and the other half will be enthralled into nuclear warfare",2,anxious
4814,Absolutely criminal!,1,angry
4826,I wouldn't write anything as i don't want to comment,99,NA
4827,theres still a lot to be done. the cost of living feels to be only increasing.  A small reduction in inflation is not representative of an overall economic improvement.,2,anxious
4839,Place is becoming harder to live in,2,anxious
4844,ong crazy gng ???,99,NA
4847,Terrible generation,1,angry
4851,its not ideal for this world,2,anxious
4860,I’m not sure how I’d ever afford the things I need/want with these prices,2,anxious
4868,Please do your own research and don’t believe everything you hear,5,calm
4879,"This resonates, job markets horrible for me and money is tight",2,anxious
4889,It helps to understand the overall situation a bit better,5,calm
4890,I'd write about the financial situation of the country,5,calm
4891,Nothing,99,NA
4895,N/A,99,NA
4897,"It's a good thing that the inflation has come down, we hope for a better tomorrow!",3,hopeful
4899,Things will change.,3,hopeful
4900,Disgrace,1,angry
4902,I am worried about our future,2,anxious
4903,I like the photo,4,happy
4926,Inflation is meaning we can’t live on current salaries,2,anxious
4931,"It's helpful seeing results like this, it helps us understand the current situation",5,calm
4935,That’s tragic,2,anxious
4937,Always making this country poor,1,angry
4950,Inflation decreasing is a good sign.,3,hopeful
4962,I don't know,99,NA
4970,The only solution is a complete disintegration of the billionaire and millionare ruling class,1,angry
4981,Shocking,1,angry
4986,I would write about my feelings and my concerns about this,2,anxious
4998,Wow,4,happy
5001,Whaaaaat!,2,anxious
5013,unsure,2,anxious
5018,This world is getting scarier by the end. With prices increasing and tax,2,anxious
5024,What is this,99,NA
5025,Let's be optimistic about the future,3,hopeful
5028,I wouldn't comment,99,NA
5036,"It seems to me like most ordinary people are feeling the pressures of the cost of living, this leads to more crime as it is.",2,anxious
5041,Wtf,1,angry
5043,"I do feel worried about the cost of living, I don’t ever feel like I’ll manage to buy a house/get a mortgage",2,anxious
5048,This is only good news if wages rise to a level where the changes over the past few years are negated,3,hopeful
5052,Its nice to be prepared on upcoming developments,3,hopeful
5059,interesting,5,calm
5074,hmmm,99,NA
5086,"The government can do better , they should tackle what’s causing the hike in inflation",1,angry
5097,This gives me hope that the cost of living crisis is on the way to being fixed.,3,hopeful
5110,damnn,1,angry
5116,Prices are so high and need to be dropped no wonder the world is a mess,1,angry
5120,IT GREAT,4,happy
5125,Things will definetly get better if we all work towards our goals,3,hopeful
5142,The post major sing als of worries by the young.,2,anxious
5156,I’m worried about my future,2,anxious
5157,uk still has a chance...,3,hopeful
5161,Cor great news,4,happy
5166,The pictures help me process things better,5,calm
5174,I feel as though the government should do more rather than say more for people to really trust them,2,anxious
5177,Nice. Talk about a common pain point ?,5,calm
5191,Nothing,99,NA
5205,The country is in the bin,1,angry
5218,How will we afford to live now,2,anxious
5219,No,99,NA
5221,Scary and worrying for the country,2,anxious
5231,"Yeah things are tough, but it’s good to see people still hopeful.",3,hopeful
5233,"Can we get a link to the study, please?",5,calm
5235,This really resonates. Prices keep going up and it's hard to be optimistic about the future.,2,anxious
5240,Posts like these are what is wrong with the country there needs to be bigger focus on mental health,1,angry
5241,That everything is harder now than it was before an really struggling with money,2,anxious
5243,Good,4,happy
5244,N/A,99,NA
5246,Yippe,4,happy
5247,Has it gone down? Some of us are struggling to live still.,2,anxious
5261,it is hard for a person with average income to survive with family. and this is really sad,2,anxious
5262,The cost of living is on the hy,99,NA
5265,"if it's been going up for three years, it's bound to come down eventually. what remains to be seen is if it'll stay down",2,anxious
5269,Agreed,5,calm
5271,Bullshit,1,angry
5273,"interesting,how is this going to be resolved",2,anxious
5278,I'm optimistic that things would turn out good.,3,hopeful
5279,this is great news,4,happy
5292,might go abroad ;(,2,anxious
5296,hooray,4,happy
5309,Interesting tbh,5,calm
5317,Things will definitely get better,3,hopeful
5321,NOT SURE HOW TTO FEEL,2,anxious
5324,Interesting news,5,calm
5329,The government should take urgent and appropriate measures against inflation. It should be tackled head on or else the increments in poverty rate will be unbelievable in years to come,2,anxious
5330,What is there to be hopeful about,2,anxious
5331,thats a huge lie,1,angry
5336,We’re cooked,2,anxious
5337,But the illegals get free housing,1,angry
5338,Let’s work together to make our country better,3,hopeful
5349,Nothing,99,NA
5350,Worried of inflation and cost of living,2,anxious
5351,Inflation needs to be properly managed if we're going to have a future,2,anxious
5353,ok but prices are still rising,2,anxious
5354,I would write about how I agree with the post.,5,calm
5355,"I have the same worries, as I am currently starving because of lack of income",2,anxious
5360,The policy should be able to provide good job,3,hopeful
5365,"It is encouraging to hear that inflation is coming down. Hopefully, this trend continues and leads to a more stable financial future for everyone. Does anyone else think new tech and innovation will play a big part in improving things, as mentioned in one of the other comments?"" This comment is engaging and relevant to the post's content, incorporating a point from an existing comment in the image and adding a follow-up question to encourage further discussion.",3,hopeful
5369,A potential step in the right direction,3,hopeful
5372,I hope the prices stay down if prices go up people will become homeless,2,anxious
5373,I hope the situation changes for the better,3,hopeful
5374,i wouldnt comment,99,NA
5379,We expect the thread,99,NA
5380,i wouldn’t,99,NA
5383,Helpful.,4,happy
5387,"Nothing, would not respond to such a post. Possibly a  reply to somebody else, should I feel it necessary.",99,NA
5389,I'm optimistic that we will get better,3,hopeful
5392,"It’s not perfect, but hey, a lot of countries live worse",5,calm
5396,Why arent the gov doing anything about this!!,1,angry
5398,It's interesting to know how the cost of living data,5,calm
5400,Increased prices have made changes for many and lots of struggles,2,anxious
5406,that things have gotten out of hand and the government need  to act  now befor everything turns into ruins and chaos,2,anxious
5411,It is a bit encouraging that things are getting a tiny bit better.,3,hopeful
5420,Optimism can only get us so far!,2,anxious
5421,"Its good inflation came down,,else there would be a more increase in goods",3,hopeful
5422,my heart goes out to whoever is facing this problem??,2,anxious
5424,very helpful to see how inflation is being impacted,5,calm
5427,67,99,NA
5429,"it’s good to see inflation easing a bit, but prices still feel high day-to-day. Would be interesting to see a breakdown of which costs have risen the most (rent, food, energy).",5,calm
5430,I feel this,99,NA
5442,This is getting concerning.,2,anxious
5444,"As promising as this sounds I can’t always trust these posts but if this post is correct I am happy,we can finally improve our way of living for everyone not just the rich",3,hopeful
5447,It's getting better,3,hopeful
5451,Cost of living is unaffordable these days,1,angry
5455,Labour needs to do something immediately.,2,anxious
5456,This is new information.,5,calm
5458,Notbsute,99,NA
5459,Its shocking,2,anxious
5460,I’m struggling out here fr,2,anxious
5477,Tho things have been had for sometime it can get better and it will we just have to be hopeful for the feature ahead ?,3,hopeful
5480,I need to see evidence,2,anxious
5482,?,99,NA
5486,Coming down???? Slay,4,happy
5494,i hate the jews,1,angry
5496,Glad it’s coming down even if people like me are s struggli g,3,hopeful
5500,Yes data would be good to see as the government don’t always keep it 100,2,anxious
5501,Because of inflation people with no money arent able to eat,2,anxious
5503,If the prices don't sort themselves out imma go insane,2,anxious
5504,"Inflation is still to high & governments are doing next to nothing to make real change, and are making decisions actively making it worse",1,angry
5505,"I’d demand a decrease in prices even though we are being taxed a lot , it was our decision to leave the EU the government and media directed us towards that path!",1,angry
5506,it is shocking,2,anxious
5508,Yh right! They’re not making anything easier,1,angry
5521,Instead of being scared notice how it mentions that it's finally DECREASING. this is good news than is intended to fear monger,3,hopeful
5526,Nice,4,happy
5547,Interesting and nice to know that the inflation came down,4,happy
5549,I wouldn’t leave a comment,99,NA
5554,i hope to god this continues. im sick of having my future be so uncertain. i just want to live.,3,hopeful
5557,People from the war countries are overstaying their welcome and people on student licence are also overstaying their welcome,1,angry
5562,None,99,NA
5563,no,99,NA
5577,Economic development,99,NA
5581,So high,4,happy
5582,Interesting,5,calm
5584,Rrally worried because due to the laubor government being in power this means for my generation to live a normal life is so much more difficult,2,anxious
5596,Things are bad concerning the cost of living because it affects many things.,2,anxious
5597,The UK government is facing many challenges due to cost of living and inflation,2,anxious
5602,Woulnt comment,99,NA
5603,Interesting,5,calm
5607,im already poor gimme a break,1,angry
5611,The cost of living is becoming some else,2,anxious
