id,exp_comment,sentiment_score
3792,I wouldn’t,99
3793,Nothing,99
3801,This is actually good if you like politics,5
3806,Fake news. Source?,2
3811,I disagree,3
3819,Prices are still comparatively higher than before. Wages still do not match up to the cost of living. We are still in crisis and things will not improve dramatically for a long time. Home Ownership is almost completely off the cards and council homes are limited.,1
3821,Inflations gonna pop eventually,3
3822,I dont know if im comfortable living in a society like this for long,2
3824,Young people are not hopeful,2
3826,It's good to see inflation being reduced! I can finally afford a Freddo!,6
3828,i hope this issue won’t heavily affect my future,3
3831,It makes me happy that inflation has finally gone down for the first time in 3 months and it’s also good for people who don’t have money,7
3832,Idk,99
3833,I would probably post a gif of Batman,4
3837,I wouldn’t comment,99
3847,Source?,4
3849,wow,4
3850,Very useful info lol,6
3853,It can be useful to see reports like this to help understand the overall situation,6
3855,Rachel thieves has shafted the economy. Well done liebour,1
3857,Very interesting and shows exactly the effects of cost of living crisis.,4
3861,Nothing,99
3862,"The hundred of thousands of illegal, unemployed immigrants is the biggest contributing factor to rising economy, not inflation",3
3868,I’d probably reply to misinformed people blaming the wrong people for the problem and correct them,4
3874,I pray things get better soon,5
3879,I wouldn’t leave a comment,99
3883,This is quite investing actually,6
3884,"if prices are going up that’s means inflation is still here, things will just getting more expensive…",2
3889,Nice to see some positive news for a change — hopefully things really do keep improving.”,6
3890,Against it,1
3891,Good to see some positive news for once on the media,6
3905,i dont know how i will be able to buy things i want,2
3908,It sould decrese morre,3
3915,I would write that it's to early to make conclusions,4
3919,Inflation can go down to what it was and people shouldn't worry,6
3925,A wide range of information,5
3927,?,99
3929,How horrible is the world becoming??!!!,1
3930,It's encouraging to see a glimmer of hope amid the challenges of rising costs and inflation.,6
3931,Optimistic,6
3933,i would say it seems in line with recent delevopmentd,4
3935,young people have faith in the future and we must stand by our faith more as new innovation hits,6
3939,Surely it can’t get worse right,2
3940,The high cost of living is alarming,2
3945,The cost of living effects everyone,4
3953,The UK is finished.,1
3965,Helpful to keep eyes on data,6
3976,I am optimistic about this change and hope it happens,6
3977,Fingers crossed this isn’t fake news,4
3979,Situation is gettin worse,2
3980,Good to hear that,6
3986,"Nice to know studies like this, society could get a grasp on current state of economic state after long time of inflation",6
3992,That sad fr,2
3997,fuck ogg,1
4029,This is ridiculous to can’t believe it’s still going up and the wages are hardly increasing,2
4030,Feeling this guys ???,4
4037,Not feeling too optimistic about it but hopefully something can change for the better,3
4038,Not sure,99
4039,What was your sample size and demographic.,99
4042,Well apparently it hasn't changed anything for me.,2
4046,"The government aren't doing enough, costs are rising and only getting worse.",2
4053,The inflation is affecting every household,2
4054,I hope it gets better soon. Time will tell,5
4063,The economy is up in the air right now.,4
4066,Make Ireland a free country Upa raa,4
4067,I wouldny,99
4070,Media is biased,2
4071,This is good news for uk citizens,6
4085,we are being left behind,2
4088,We're all doomed to be poor,1
4089,I would make a complain about how much everything has gone up,2
4099,No comment,99
4102,Hopefully we can get a good enough government to focus on our country instead of others.,4
4105,It's cool,6
4106,it needs to come back down,2
4109,need more info on this!,4
4114,Wow amazing,7
4117,I agree. Things seem to only be getting worse for the younger generations.,2
4119,Source?,4
4127,It shouldve never been this high but at least its going down,4
4134,Wrong,1
4141,I won’t have anything to say,99
4142,I wouldn’t comment,99
4145,Fuck you,1
4148,cost of living is making young peopl'e lives worse,2
4158,I hate this country,1
4160,Lets hope it keeps this way.,6
4162,Suuuu,99
4164,????,99
4169,N/A,99
4173,Let's hope this is a start to something positive,6
4183,I wouldn’t,99
4184,Not much,99
4186,A very emotional write up on the hardship of cost of living,3
4194,OMG,99
4197,That it’s getting so bad the food prices keep on going up and soon it will be newly impossible to afford food in the future,1
4211,This would greatly disadvantage the less privileged and poor in the society and lead to decline in economic growth our country.,2
4212,I feel optimistic that things will gradually get better as the new labour government begin to get a grip on crucial issues,6
4213,"The rising cost of living is a major issue impacting households across the UK, driven by factors like energy prices, inflation, and global economic pressures. It's a complex challenge that highlights the importance of accessing available support resources and monitoring economic policies.",4
4216,Things will get better soon,6
4217,On point,6
4218,"fewer pounds for groceries, same long hours at work.",2
4219,There are chances that things will get better because there are opportunities out there.,6
4224,That the givernment need to provide young peole more help,6
4243,Nothing,99
4245,Things are getting bad,2
4248,IT was a good,5
4249,Is there a government or otherwise well reputed source for this?,4
4255,The rising cost of living isn't favourabel for most people,2
4259,I wouldn’t be surprised if they were in the same boat as the other two,3
4263,I’m optimistic about the future of the country,7
4268,Prices just keep on shooting up!,2
4288,Nothing,99
4289,Sont really care,4
4294,At least inflation has gone down,5
4295,bloody lovely that,7
4297,No surprises the uk government arnt doing anything productive,2
4320,the future is worrying in terms of economy,2
4321,Something to look out for,4
4322,Hopefully inflation keeps on coming down,7
4328,The government should do something about this quickly.,4
4341,This is a disaster,1
4344,that young people are worried about their future,3
4353,"Inflation has finally dropped, so the cost- of - living crisis is over Even though inflation is slowing, prices and Bills are stuck at much higher levels than before, and wages haven't caught up, so people still feel worse off.",2
4362,Hard to be optimistic when you have to choose between heating a home or food,1
4363,Very helpful,7
4373,Please we need strong goverment intervation to move on.,4
4376,No,99
4381,It’s too expensive,2
4382,I would definitely say that the UK  economy is falling slowly,2
4383,I’m not sure,99
4388,hopefully it keeps coming down,5
4402,"yes, and the government needs to do better to keep the economy growing and keep inflation low",4
4405,How can we be optimistic when everything is so expensive,2
4407,Nothing,99
4413,Nothing,99
4414,No,99
4427,Yeah things are difficult right now but we can always make it better,6
4434,Great to see inflation coming down,7
4436,It's encouraging to see some positive signs. Hoping things continue to improve for everyone,6
4442,Let's see what the coming months would look like.,4
4446,Thats bad,2
4452,Something needs to change,3
4453,Liar,1
4465,I don't know,99
4466,"Interesting to hear, and let a positive trends to slow inflation keep improving.",6
4471,i am worried about my future and how i will afford things and my children’s future too,2
4475,No idea,99
4483,I think that its bad.,2
4489,Cool,6
4490,cost of living is a joke,2
4492,Its going up way to much and making it hard for people to live,2
4494,Dayum,4
4495,How can people afford to live when they're too focused on prices?,3
4503,It’s fair and correct,6
4504,The cost of living is ridiculous and disgusting,1
4512,The government should act fast,4
4513,It’s great to see inflation coming down,7
4522,"IM already struggling, when will it get better?",2
4528,hopefully it stays that way,5
4536,Im not seeing a ‘come down’ in inflation,3
4537,Not sure as I don’t want to confront someone who disagrees with me,4
4541,What the hell,2
4543,The government needs to do something about this inflation ?,3
4549,strongly agree,7
4553,I wouldn’t leave a comment because I’m not interested in things involving politics,99
4564,It’s ridiculous how Much living expenses have risen,2
4573,Something has to change,3
4575,Really interesting and a step in the right direction,6
4585,"I'm not sure if inflation coming down really means much. Salaries aren't always raised to match increases in cost of living, and houses still aren't always affordable.",3
4599,Interesting perspective,5
4612,I would say young people need to be more respected and have more choice and speech,6
4619,I’m getting scared for the future of our country,2
4626,The Uk is facing lots of climate changes,4
4630,Things will get better once the government unites with the people to resolve issues and get citizen's feedback based on there experiences,6
4632,Relatable,5
4633,We need to make a change.,4
4635,Nothing,99
4638,The government should consider this,4
4650,The cost of living,2
4651,Increase wages to meet inflation to help people to live,5
4655,Everything is so pricey.. gonna go on a shallow “dive” to find out more about this :),4
4661,How does one survive in this economy,2
4667,No shit,3
4670,It is well,6
4671,Lets hope the optimisim pays off,5
4678,I wouldn’t comment,99
4679,Hope this continues,6
4689,"Honestly,this is probably the beginning of an economic cliff.",2
4708,About time,5
4716,The economy will definitely get better,7
4735,Something has to change,3
4738,its all shit,1
4739,N/A,99
4749,New tech is only good if you know how to use it. Why aren’t they teaching AI in school?,4
4756,Say it louder!,5
4757,"Things may be bad now and if they get better, they will probable get bad again without a good government",3
4778,Things will get better in due course,6
4783,Cost of living is a ridiculously bad issue,1
4789,worrying,2
4790,looks interesting,6
4792,"Very optimistic indeed,the government can do better to reduce inflation",5
4807,I'm scared at what's happening to the economical state of the country.,2
4812,"Who knows, we could all be struck by a nuclear bomb tomorrow, rendering all political parties useless as half the world will be dead and the other half will be enthralled into nuclear warfare",2
4814,Absolutely criminal!,1
4826,I wouldn't write anything as i don't want to comment,99
4827,theres still a lot to be done. the cost of living feels to be only increasing.  A small reduction in inflation is not representative of an overall economic improvement.,2
4839,Place is becoming harder to live in,2
4844,ong crazy gng ???,99
4847,Terrible generation,1
4851,its not ideal for this world,3
4860,I’m not sure how I’d ever afford the things I need/want with these prices,2
4868,Please do your own research and don’t believe everything you hear,4
4879,"This resonates, job markets horrible for me and money is tight",2
4889,It helps to understand the overall situation a bit better,5
4890,I'd write about the financial situation of the country,4
4891,Nothing,99
4895,N/A,99
4897,"It's a good thing that the inflation has come down, we hope for a better tomorrow!",6
4899,Things will change.,4
4900,Disgrace,1
4902,I am worried about our future,2
4903,I like the photo,6
4926,Inflation is meaning we can’t live on current salaries,2
4931,"It's helpful seeing results like this, it helps us understand the current situation",6
4935,That’s tragic,2
4937,Always making this country poor,1
4950,Inflation decreasing is a good sign.,6
4962,I don't know,99
4970,The only solution is a complete disintegration of the billionaire and millionare ruling class,1
4981,Shocking,2
4986,I would write about my feelings and my concerns about this,4
4998,Wow,4
5001,Whaaaaat!,99
5013,unsure,99
5018,This world is getting scarier by the end. With prices increasing and tax,2
5024,What is this,99
5025,Let's be optimistic about the future,7
5028,I wouldn't comment,99
5036,"It seems to me like most ordinary people are feeling the pressures of the cost of living, this leads to more crime as it is.",2
5041,Wtf,1
5043,"I do feel worried about the cost of living, I don’t ever feel like I’ll manage to buy a house/get a mortgage",2
5048,This is only good news if wages rise to a level where the changes over the past few years are negated,3
5052,Its nice to be prepared on upcoming developments,6
5059,interesting,5
5074,hmmm,99
5086,"The government can do better , they should tackle what’s causing the hike in inflation",3
5097,This gives me hope that the cost of living crisis is on the way to being fixed.,6
5110,damnn,4
5116,Prices are so high and need to be dropped no wonder the world is a mess,2
5120,IT GREAT,7
5125,Things will definetly get better if we all work towards our goals,7
5142,The post major sing als of worries by the young.,99
5156,I’m worried about my future,2
5157,uk still has a chance...,5
5161,Cor great news,7
5166,The pictures help me process things better,6
5174,I feel as though the government should do more rather than say more for people to really trust them,3
5177,Nice. Talk about a common pain point ?,6
5191,Nothing,99
5205,The country is in the bin,1
5218,How will we afford to live now,2
5219,No,99
5221,Scary and worrying for the country,1
5231,"Yeah things are tough, but it’s good to see people still hopeful.",5
5233,"Can we get a link to the study, please?",4
5235,This really resonates. Prices keep going up and it's hard to be optimistic about the future.,2
5240,Posts like these are what is wrong with the country there needs to be bigger focus on mental health,3
5241,That everything is harder now than it was before an really struggling with money,2
5243,Good,7
5244,N/A,99
5246,Yippe,7
5247,Has it gone down? Some of us are struggling to live still.,2
5261,it is hard for a person with average income to survive with family. and this is really sad,2
5262,The cost of living is on the hy,99
5265,"if it's been going up for three years, it's bound to come down eventually. what remains to be seen is if it'll stay down",3
5269,Agreed,4
5271,Bullshit,1
5273,"interesting,how is this going to be resolved",4
5278,I'm optimistic that things would turn out good.,6
5279,this is great news,7
5292,might go abroad ;(,3
5296,hooray,7
5309,Interesting tbh,5
5317,Things will definitely get better,6
5321,NOT SURE HOW TTO FEEL,4
5324,Interesting news,5
5329,The government should take urgent and appropriate measures against inflation. It should be tackled head on or else the increments in poverty rate will be unbelievable in years to come,2
5330,What is there to be hopeful about,2
5331,thats a huge lie,1
5336,We’re cooked,1
5337,But the illegals get free housing,2
5338,Let’s work together to make our country better,6
5349,Nothing,99
5350,Worried of inflation and cost of living,2
5351,Inflation needs to be properly managed if we're going to have a future,4
5353,ok but prices are still rising,3
5354,I would write about how I agree with the post.,5
5355,"I have the same worries, as I am currently starving because of lack of income",1
5360,The policy should be able to provide good job,5
5365,"It is encouraging to hear that inflation is coming down. Hopefully, this trend continues and leads to a more stable financial future for everyone. Does anyone else think new tech and innovation will play a big part in improving things, as mentioned in one of the other comments?"" This comment is engaging and relevant to the post's content, incorporating a point from an existing comment in the image and adding a follow-up question to encourage further discussion.",6
5369,A potential step in the right direction,5
5372,I hope the prices stay down if prices go up people will become homeless,3
5373,I hope the situation changes for the better,5
5374,i wouldnt comment,99
5379,We expect the thread,99
5380,i wouldn’t,99
5383,Helpful.,6
5387,"Nothing, would not respond to such a post. Possibly a  reply to somebody else, should I feel it necessary.",99
5389,I'm optimistic that we will get better,6
5392,"It’s not perfect, but hey, a lot of countries live worse",5
5396,Why arent the gov doing anything about this!!,2
5398,It's interesting to know how the cost of living data,99
5400,Increased prices have made changes for many and lots of struggles,2
5406,that things have gotten out of hand and the government need  to act  now befor everything turns into ruins and chaos,2
5411,It is a bit encouraging that things are getting a tiny bit better.,5
5420,Optimism can only get us so far!,3
5421,"Its good inflation came down,,else there would be a more increase in goods",5
5422,my heart goes out to whoever is facing this problem??,4
5424,very helpful to see how inflation is being impacted,6
5427,67,99
5429,"it’s good to see inflation easing a bit, but prices still feel high day-to-day. Would be interesting to see a breakdown of which costs have risen the most (rent, food, energy).",5
5430,I feel this,99
5442,This is getting concerning.,2
5444,"As promising as this sounds I can’t always trust these posts but if this post is correct I am happy,we can finally improve our way of living for everyone not just the rich",5
5447,It's getting better,5
5451,Cost of living is unaffordable these days,2
5455,Labour needs to do something immediately.,3
5456,This is new information.,4
5458,Notbsute,99
5459,Its shocking,2
5460,I’m struggling out here fr,2
5477,Tho things have been had for sometime it can get better and it will we just have to be hopeful for the feature ahead ?,6
5480,I need to see evidence,4
5482,?,99
5486,Coming down???? Slay,7
5494,i hate the jews,1
5496,Glad it’s coming down even if people like me are s struggli g,4
5500,Yes data would be good to see as the government don’t always keep it 100,5
5501,Because of inflation people with no money arent able to eat,2
5503,If the prices don't sort themselves out imma go insane,2
5504,"Inflation is still to high & governments are doing next to nothing to make real change, and are making decisions actively making it worse",2
5505,"I’d demand a decrease in prices even though we are being taxed a lot , it was our decision to leave the EU the government and media directed us towards that path!",2
5506,it is shocking,2
5508,Yh right! They’re not making anything easier,2
5521,Instead of being scared notice how it mentions that it's finally DECREASING. this is good news than is intended to fear monger,6
5526,Nice,6
5547,Interesting and nice to know that the inflation came down,6
5549,I wouldn’t leave a comment,99
5554,i hope to god this continues. im sick of having my future be so uncertain. i just want to live.,3
5557,People from the war countries are overstaying their welcome and people on student licence are also overstaying their welcome,2
5562,None,99
5563,no,99
5577,Economic development,5
5581,So high,5
5582,Interesting,5
5584,Rrally worried because due to the laubor government being in power this means for my generation to live a normal life is so much more difficult,2
5596,Things are bad concerning the cost of living because it affects many things.,2
5597,The UK government is facing many challenges due to cost of living and inflation,3
5602,Woulnt comment,99
5603,Interesting,5
5607,im already poor gimme a break,2
5611,The cost of living is becoming some else,2
5614,"Good that records are traced and attention is being paid to this. Also, it makes us constantly aware about the varieties of trend shift happening. Good news",6
5623,it can be helpfull to see news like this,5
5627,NOTHING,99
5631,It’s a bit too much,3
5636,No comments,99
5637,"I am uncertain of what the future will hold especially in terms of what I would be financially concerned about, but worrying alone won't help, instead making awareness and putting forth ideas to change in whatever way possible is better. We need to get people talking to others that do not agree with them, that's how we come to a middle ground.",5
5647,?,99
5654,Interesting,5
5655,The uk is finished,1
5656,"Still doesn't help struggling families. The fundamental problem is that prices are still rising. Fine at this rate, but ideally they need to be lowered to a point where people can AFFORD the increase. The price here is already high it's still increasing.",2
5673,i dont have an instagram account so cannot comment,99
5679,great news,7
5700,I don't know,99
5726,What are the government doing about it,4
5739,I'm worried about all of our generations future.,2
5743,not sure,99
5748,"i swear to god if this is true, HELL YEAH LOWER THOSE EGG PRICES AND I DONT WANNA BUY A WHOLE OVERPRICED BAG OF CRISPS THATS NOT EVEN HALF FULL... THEY CONTAIN 5 CRISPS PER BAG.. WHAT?! uh that got carried away",6
5752,"Despite the hardships we face, our generation has got a chance if people give us the opportunities. I truly believe we have a future here in the UK if this trend continues",6
5753,"this is bad, very baddd",1
5754,Look like there are so many things the government have to do!,4
5761,Hope the situation improves as it is not great at the moment,3
5763,I don't know,99
5784,I hope it improves,5
5792,Good,7
5814,"Good, more affordable",6
5828,I wouldn’t,99
5841,Accurate,5
5842,I don't know,99
5843,The cost of living is growing,2
5845,This is crazy,2
5848,This is not true unemployment is higher than it’s ever been majority of young people struggle to afford a house unless they have good family financial support,2
5849,Neutral,4
5857,Finally some good news,6
5859,the young people may be feeling hopeful but that doesn't change the fact I can't afford to eat,2
5863,there’s no point anymore. Young people have no hope of ever owning their own home and will probably never retire.,1
5871,Nothing,99
5910,Yaaa that’s bad,2
5931,Is there a site where I can see the source or the numerical data?,4
5937,Labours fault,2
5957,Making the right innovation and investment will bring to the development of young people,6
5971,Informative,6
5987,None,99
5995,I agree but I think we should focus on the fact that this issue isn’t sorted now just because of that positive statistic.,4
6005,No,99
6007,Why are things getting this bad,2
6032,its still an absolute fortune for you g people to live properly,2
6047,I wouldn't hold my breath,2
6062,true,99
6066,We need to stop cost of living crisis,3
6080,Insane,1
6089,Nooo whyyy,2
6101,I hope that things are getting better,6
6102,I have no opinion,99
6140,I wouldn't have anything to say.,99
6151,That’s sad,2
6159,We are worried everyone should act against these,2
6160,All pray to god to help us in any challenges,5
6194,Utter woke nonsense,1
6199,i hope everything gets better,6
6222,Itd a good idea to keep track of things like this,6
6229,This is what we talk about everyday something should be done ASAP,4
6236,Where did they get that data from??,3
6339,why  is this happening should it stop or not?,4
6346,Shocking,2
6392,this is so sad and terrifying,1
6439,"I agree with you, prices should go down.",7
6441,Your ruining my future,1
6446,We need to be optimistic about the future whilst also facing the situation of the current climate!!,5
6470,good to keep the piblic updated about changes lile these,6
6473,Omg,99
6478,"Things are bad, but we can fix it, right?",4
6479,Idk,99
6534,Whoopie doo,2
6540,It's worth reading,6
6546,I wouldn’t comment,99
6551,Its very informative.,6
6554,they really haven’t addressed this cost of living problem. i struggle to get by each month,2
6560,Augh man inflation is so bad we can't afford the things we want,2
6567,Interesting,5
6568,"They are lying to U, just words for satisfaction",2
6570,Inflation will go back up soon dont worry we wont afford anything,2
6574,Clear view,4
6577,Completey agree,6
6578,I’m hopeful that I can make a living in the future.,6
6580,Nice post,6
6581,What is next for us all,4
6582,Very useful,7
6585,How did the rise happen,4
6588,It’s a worest thing I’ve seen,1
6592,And you see why things need to be done,5
6599,"I’m hopeful for mine and my partner’s future, and that one day we might be able to get a house together!",7
6607,Cost of living been going on too long time to change it,3
6608,I wouldnt comment,99
6615,It is useful to see facts like these as the media normally avoid these,5
6619,how are you feeling now and you have to be a little more happy birthday with us and the rest,99
6620,"Yet student loans are not even enough to afford a place to live, it’s not going to get better if no one tries to fix it!",2
6621,na,99
6622,It’s very good as it gives people home. Hopefully it comes down a bit more,6
6627,This counrty and government is failing. Britain is no longer British,1
6630,I wouldn't leave a comment as i hardly understand,99
6632,Nothing,99
6633,Wow!,7
6634,No,99
6638,Things are starting to become concerning for future generations.,2
6641,Seem infringe,3
6642,Nothing,99
6643,I wouldn't,99
6645,It’s bullshit. Inflation hasn’t come down it’s just increasing slower,2
6648,Things will get better but the government need to do something for the young people,5
6649,Inflation is ruining our lives. some of us don't eat for days because of the prices of one sandwich it's crazy and it needs to change. by the time it's 2030 the price for milk is gonna be like 6 pound,1
6650,"Realy glad to see an improvement in the inflation rates withing the UK. Hopefully, as someone who has lived in the UK for more than 10 years would really wish for these inflation rates to decrease for a better future for the youth.",6
6651,"That's so true, we need to cut down prices ASAP",3
6653,would love more reports like this!,7
6655,‘Chat we’re cooked’,2
6660,I would explain what is going to happen in the future,4
6661,i wouldn’t comment,99
6662,I would not get involved,99
6667,Maybe I can finally afford bread every few months .?,2
6671,Oh no,2
6672,That’s a lie,1
6674,Inflation coming down doesn’t mean that prices will drop! This government needs a stronger bolder mission otherwise reform will get in and makes things so much worse…,2
6676,This is very scary !!,2
6682,That the uk has to change because the poor young people are now terrified for their future as the cost of living is getting ridiculous,2
6683,Country is gone,1
6684,The cost of living is really bad for students I hope they can find something to do about it,3
6686,Shocking,2
6687,Bad bad bad,1
6698,Interesting,5
6711,20%?? what has this place come to?,2
6715,Lets go,6
6756,"Very positive and unique, I love it",7
6759,Knowing we keep this things in thoughts is impressive for the country future,6
6760,I hope things get better soon,5
6761,May God help us in this hard times,3
6762,Things will be better if the government give room for opinions,5
6763,"Hard time, but staying hopeful",5
6767,"The inflation rate is too high , im certain the government is doing its best to turn things around",4
6768,Well done,7
6769,Really awesome,7
6770,It's actually bad that the government can not bring down inflation,2
6776,The cost of inflation is an effect of mas immigration,3
6777,It quite unfortunate that the government cannot reduce inflation,2
6778,There is need for intervention in the UK economy,4
6779,Is so uncalled for,2
6781,Not happy,2
6782,It’s hard for less privilege and it’s hard for us student as well,3
6784,It would be good if inflation came down less cost,5
6785,Nothing,99
6789,i see light at the end of the tunnel and i'm sure the government is doing all it can to reduce inflation,6
6791,"It's good that inflation is coming down, but it would be better when it is maintain so a proper life can be planned",5
6794,This is indeed a welcome development and please show us the visual data statistics of the drop in inflation,6
6796,This is horrible,1
6800,Things need to change quickly for the future of our country,4
6801,people need to realise that your politicians really dont care about you,2
6806,It helps me to understand the situation that it not only affecting me it affecting every individual in this country,5
6810,As far as the government is in working things will one day begin to set in place.,4
6811,I feel like I also suspect and am worried that the prices suddenly came because the comeback will be high,3
6813,I am concerned about the future generations!,3
6816,I also believe with time things will get better but for now we have to keep moving forward to make our country's future a better place for our children,6
6817,Cost of living is too high,2
6818,I trust in God,4
6820,This is a big problem,2
6821,So sad that things are getting worse daily,1
6824,Governments should help people,6
6825,It’s good to know that there is something positive happening,6
6828,"Even though things are rough right now, young people are staying hopeful and pushing for change – we’ve got the energy to make the future brighter ?.”",6
6829,Hopefully it gets better in the further,4
6830,Undeniably could decrease over the coming years,3
6832,"I see the systemic ""opportunity lag"" behind these prices: while inflation is stabilizing, we must urgently bridge the 16.0% youth unemployment gap by investing in apprenticeships and digital skills to ensure tech drives a productive recovery for the next generation",5
6834,It very ture,4
6836,I don’t know how we got here but I believe we will pass this phase too,5
6837,I probably wouldn't comment,99
6838,"The cost of living is really worrying, especially for young people trying to build a future. Everything feels more expensive while opportunities feel smaller. Hoping for real change soon, not just promises.",2
6839,So painful that our leaders cannot eliminate inflation,2
6840,It's getting worse and more widespread,2
6842,Nothing,99
6844,Fingers crossed inflation keeps dropping,6
6845,This is useful,6
6848,interesting,5
6852,honestly hope it gets better from here this is concerning,2
6853,this is horrible because increasing the price of items will be really difficult,2
6859,"That to combat the cost of living increase, people’s wages should see the same increase in percentage",6
6860,That price is shocking,2
6862,"I believe that with time, the inflation will decrease drastically",6
6910,I'm certain we can trun things to the better by our tech and innovation,6
6912,It's good to see posts like this on my feed because it briefly updates me on my country's economic situation,6
6916,Fuck the uk,1
6917,I’m just going home and I’m not going back in until,99
6919,Not sure,99
6920,"This should be the type of study to research on ,not unnecessary things",5
6921,I like this,6
6929,Stop the rising of inflation it’s causing us distributions,2
6930,It's true,99
6936,I wouldn't comment,99
6939,changes,99
6941,Nothing,99
6944,My views,99
6947,none,99
6953,This is very sad I hope we turn it around soon,2
6962,joke,99
6971,not sure,99
